timestamp,aqi,pm25,pm10,o3,no2,so2,co,dominentpol,temperature,humidity,wind_speed,pressure,visibility,clouds,weather_main,weather_description,hour,day_of_week,day_of_month,month,is_weekend,season,aqi_rolling_3h,pm25_rolling_3h,pm10_rolling_3h,aqi_rolling_6h,pm25_rolling_6h,pm10_rolling_6h,aqi_rolling_12h,pm25_rolling_12h,pm10_rolling_12h,aqi_rolling_24h,pm25_rolling_24h,pm10_rolling_24h,aqi_change_1h,aqi_change_3h,pm25_pm10_ratio,no2_o3_ratio,temp_humidity_interaction,wind_pm25_interaction
2026-02-24 07:44:52.823962,178.0,112.9,179.3,23.9,27.2,27.4,0.63,pm25,23.14,71.0,4.48,1010.0,10000,61.0,Clear,clear sky,7,1,24,2,0,0,167.66666666666666,102.2,155.63333333333333,142.66666666666666,84.95,131.73333333333332,143.63636363636363,86.9090909090909,132.63636363636363,143.63636363636363,86.9090909090909,132.63636363636363,17.0,84.0,0.6296709390425491,1.1380752661893194,16.4294,505.7920000000001
2026-02-24 08:44:52.823962,168.0,102.8,167.8,9.6,9.7,17.1,0.43,pm25,23.15,67.0,5.03,1003.0,10000,54.0,Clear,clear sky,8,1,24,2,0,0,169.0,102.46666666666665,165.4,149.33333333333334,89.93333333333334,140.96666666666667,145.66666666666666,88.23333333333333,135.56666666666666,145.66666666666666,88.23333333333333,135.56666666666666,-10.0,4.0,0.6126340845492605,1.0104165614149416,15.5105,517.0840000000001
2026-02-24 09:44:52.823962,160.0,99.1,143.9,38.5,36.2,7.9,0.41,pm25,23.19,68.0,2.28,1017.0,10000,37.0,Clear,clear sky,9,1,24,2,0,0,168.66666666666666,104.93333333333334,163.66666666666666,154.16666666666666,93.55,143.8,144.66666666666666,87.30833333333334,133.84166666666667,146.76923076923077,89.06923076923077,136.2076923076923,-8.0,-1.0,0.6886726845818437,0.9402597158374101,15.769200000000001,225.94799999999998
2026-02-24 10:44:52.823962,125.0,70.8,96.2,42.8,35.7,5.0,0.38,pm25,22.96,61.0,1.49,1019.0,10000,88.0,Clear,clear sky,10,1,24,2,0,0,151.0,90.89999999999999,135.96666666666667,159.33333333333334,96.55,145.79999999999998,143.25,85.78333333333335,131.13333333333335,145.21428571428572,87.76428571428572,133.35,-35.0,-53.0,0.7359667283163541,0.8341121300441093,14.0056,105.49199999999999
2026-02-24 11:44:52.823962,142.0,85.8,122.6,47.7,29.0,17.8,0.28,pm25,24.72,66.0,2.08,1022.0,10000,82.0,Clear,clear sky,11,1,24,2,0,0,142.33333333333334,85.23333333333333,120.89999999999999,155.66666666666666,93.85000000000001,143.15,141.0,84.30833333333334,128.55833333333334,145.0,87.63333333333334,132.63333333333333,17.0,-26.0,0.6998368621546749,0.6079664442774331,16.3152,178.464
2026-02-24 12:44:52.823962,139.0,90.2,145.2,40.7,30.1,14.1,0.49,pm25,24.53,72.0,4.49,1018.0,10000,38.0,Clear,clear sky,12,1,24,2,0,0,135.33333333333334,82.26666666666667,121.33333333333333,152.0,93.60000000000001,142.5,141.75,84.875,130.00833333333335,144.625,87.79375,133.41875,-3.0,-21.0,0.621212116933801,0.7395577213867882,17.6616,404.99800000000005
2026-02-24 13:44:52.823962,110.0,60.7,78.2,32.3,27.3,13.2,0.92,pm25,21.96,60.0,1.06,1014.0,10000,13.0,Clear,clear sky,13,1,24,2,0,0,130.33333333333334,78.89999999999999,115.33333333333333,140.66666666666666,84.9,125.64999999999999,141.66666666666666,84.925,128.6916666666667,142.58823529411765,86.2,130.17058823529413,-29.0,-15.0,0.7762148238335701,0.8452012122228728,13.176000000000002,64.34200000000001
2026-02-24 14:44:52.823962,164.0,95.4,139.0,13.5,15.1,25.0,0.33,pm25,26.31,62.0,2.38,1005.0,10000,95.0,Clear,clear sky,14,1,24,2,0,0,137.66666666666666,82.10000000000001,120.8,140.0,83.66666666666667,120.84999999999998,144.66666666666666,86.8,130.90833333333333,143.77777777777777,86.71111111111111,130.66111111111113,54.0,22.0,0.686330930314166,1.118518435665301,16.3122,227.052
2026-02-24 15:44:52.823962,145.0,87.9,146.3,14.1,19.4,2.0,0.14,pm25,24.16,66.0,5.18,1005.0,10000,78.0,Clear,clear sky,15,1,24,2,0,0,139.66666666666666,81.33333333333333,121.16666666666667,137.5,81.8,121.25,145.83333333333334,87.675,132.525,143.8421052631579,86.77368421052631,131.4842105263158,-19.0,6.0,0.6008202282924113,1.3758864272420974,15.945599999999999,455.322
2026-02-24 16:44:52.823962,101.0,59.8,96.5,35.0,17.2,16.8,0.04,pm25,19.77,64.0,4.02,1016.0,10000,63.0,Clear,clear sky,16,1,24,2,0,0,136.66666666666666,81.03333333333335,127.26666666666667,133.5,79.96666666666665,121.3,146.41666666666666,88.25833333333334,133.55,141.7,85.425,129.73499999999999,-44.0,-9.0,0.6196891127493356,0.49142855738775554,12.6528,240.39599999999996
2026-02-24 17:44:52.823962,228.0,144.6,226.0,25.4,33.2,13.0,0.38,pm25,26.69,73.0,4.37,1011.0,10000,36.0,Clear,clear sky,17,1,24,2,0,0,158.0,97.43333333333332,156.26666666666668,147.83333333333334,89.76666666666667,138.53333333333333,151.75,91.80833333333334,140.84166666666667,145.8095238095238,88.24285714285713,134.3190476190476,127.0,64.0,0.6398230060184823,1.3070865627131276,19.483700000000002,631.902
2026-02-24 18:44:52.823962,159.0,89.1,127.9,16.7,31.8,16.1,0.45,pm25,20.96,59.0,2.14,1006.0,10000,60.0,Clear,clear sky,18,1,24,2,0,0,162.66666666666666,97.83333333333333,150.13333333333333,151.16666666666666,89.58333333333333,135.65,151.58333333333334,91.59166666666665,139.075,146.4090909090909,88.28181818181818,134.02727272727273,-69.0,14.0,0.6966379929895387,1.9041915027430238,12.3664,190.674
2026-02-24 19:44:52.823962,175.0,107.4,173.3,23.6,29.2,11.9,0.53,pm25,19.11,68.0,4.83,1010.0,10000,18.0,Clear,clear sky,19,1,24,2,0,0,187.33333333333334,113.7,175.73333333333335,162.0,97.36666666666667,151.5,151.33333333333334,91.13333333333333,138.57500000000002,147.65217391304347,89.11304347826086,135.73478260869567,16.0,74.0,0.6197345607632166,1.2372880831657591,12.9948,518.7420000000001
2026-02-24 20:44:52.823962,201.0,123.0,185.5,44.1,26.3,21.4,0.52,pm25,23.84,67.0,3.15,1020.0,10000,56.0,Clear,clear sky,20,1,24,2,0,0,178.33333333333334,106.5,162.23333333333335,168.16666666666666,101.96666666666665,159.25,154.08333333333334,92.81666666666666,140.05,149.875,90.52499999999999,137.80833333333334,26.0,-27.0,0.6630727727058071,0.5963718685629962,15.9728,387.45
2026-02-24 21:44:52.823962,114.0,68.5,86.8,37.2,34.1,18.7,0.67,pm25,16.44,65.0,0.59,1017.0,10000,19.0,Clear,clear sky,21,1,24,2,0,0,163.33333333333334,99.63333333333333,148.53333333333333,163.0,98.73333333333335,149.33333333333334,150.25,90.26666666666667,135.29166666666666,147.45833333333334,88.78750000000001,134.56666666666666,-87.0,-45.0,0.7891704978206164,0.9166666420250903,10.686000000000002,40.415
2026-02-24 22:44:52.823962,151.0,90.6,145.3,6.3,24.5,18.9,0.09,pm25,19.61,65.0,4.4,1001.0,10000,93.0,Clear,clear sky,22,1,24,2,0,0,155.33333333333334,94.03333333333335,139.2,171.33333333333334,103.86666666666666,157.46666666666667,152.41666666666666,91.91666666666667,139.38333333333333,147.83333333333334,88.85000000000001,135.25833333333333,37.0,-24.0,0.6235375043115106,3.8888882716050364,12.7465,398.64
2026-02-24 23:44:52.823962,170.0,96.7,157.3,24.9,20.9,20.3,0.79,pm25,21.21,60.0,4.85,1010.0,10000,82.0,Clear,clear sky,23,1,24,2,0,0,145.0,85.26666666666667,129.79999999999998,161.66666666666666,95.88333333333333,146.01666666666665,154.75,92.825,142.275,147.875,88.56666666666666,135.41666666666666,19.0,-31.0,0.6147488835680299,0.8393573960097431,12.726,468.995
2026-02-25 00:44:52.823962,165.0,98.6,158.2,26.7,34.1,16.7,0.23,pm25,24.31,64.0,4.55,1011.0,10000,100.0,Clear,clear sky,0,2,25,2,0,0,162.0,95.3,153.6,162.66666666666666,97.46666666666665,151.06666666666666,156.91666666666666,93.52499999999999,143.35833333333332,149.33333333333334,89.2,136.68333333333334,-5.0,51.0,0.623261690118447,1.2771535102189697,15.558399999999999,448.62999999999994
2026-02-25 01:44:52.823962,110.0,62.3,91.9,35.3,24.1,19.3,0.76,pm25,18.38,62.0,2.77,1016.0,10000,99.0,Clear,clear sky,1,2,25,2,0,0,148.33333333333334,85.86666666666667,135.79999999999998,151.83333333333334,89.95,137.5,156.91666666666666,93.65833333333332,144.5,149.29166666666666,89.29166666666667,136.59583333333333,-55.0,-41.0,0.6779107652022767,0.6827195274017133,11.3956,172.571
2026-02-25 02:44:52.823962,122.0,74.9,118.8,32.8,17.4,7.8,0.66,pm25,19.74,66.0,3.98,1014.0,10000,30.0,Clear,clear sky,2,2,25,2,0,0,132.33333333333334,78.60000000000001,122.96666666666665,138.66666666666666,81.93333333333334,126.38333333333334,153.41666666666666,91.95,142.81666666666666,149.04166666666666,89.375,136.86249999999998,12.0,-48.0,0.6304713751643825,0.5304877887046406,13.0284,298.10200000000003
2026-02-25 03:44:52.823962,127.0,77.6,121.9,33.8,24.6,17.6,0.79,pm25,20.2,67.0,3.84,1015.0,10000,96.0,Clear,clear sky,3,2,25,2,0,0,119.66666666666667,71.6,110.86666666666666,140.83333333333334,83.45,132.23333333333332,151.91666666666666,91.09166666666665,140.78333333333333,148.875,89.38333333333333,136.65416666666667,5.0,-38.0,0.6365873614718017,0.7278106293547153,13.533999999999999,297.984
2026-02-25 04:44:52.823962,117.0,72.9,100.0,22.4,26.9,18.2,0.52,pm25,19.21,67.0,1.6,1009.0,10000,33.0,Clear,clear sky,4,2,25,2,0,0,122.0,75.13333333333334,113.56666666666666,135.16666666666666,80.5,124.68333333333334,153.25,92.18333333333334,141.075,149.83333333333334,90.22083333333335,137.3125,-10.0,7.0,0.7289999927100002,1.2008928035315711,12.870700000000001,116.64000000000001
2026-02-25 05:44:52.823962,134.0,75.1,113.2,57.9,33.6,27.1,0.44,pm25,21.04,59.0,3.08,1027.0,10000,58.0,Clear,clear sky,5,2,25,2,0,0,126.0,75.2,111.69999999999999,129.16666666666666,76.89999999999999,117.33333333333333,145.41666666666666,86.39166666666667,131.67499999999998,148.58333333333334,89.10000000000001,136.25833333333335,17.0,12.0,0.6634275559767884,0.5803108708063753,12.413599999999999,231.308
2026-02-25 06:44:52.823962,164.0,93.9,142.3,23.6,37.5,17.5,0.46,pm25,23.7,60.0,3.22,1010.0,10000,58.0,Clear,clear sky,6,2,25,2,0,0,138.33333333333334,80.63333333333334,118.5,129.0,76.11666666666667,114.68333333333334,145.83333333333334,86.79166666666667,132.875,148.70833333333334,89.19166666666666,135.975,30.0,37.0,0.659873502038837,1.58898298351767,14.22,302.35800000000006
2026-02-25 07:44:52.823962,131.0,87.6,139.8,20.6,29.4,12.2,0.51,pm25,19.75,74.0,4.25,1008.0,10000,19.0,Clear,clear sky,7,2,25,2,0,0,143.0,85.53333333333335,131.76666666666668,132.5,80.33333333333333,122.66666666666667,142.16666666666666,85.14166666666667,130.08333333333334,146.75,88.1375,134.32916666666668,-33.0,14.0,0.6266094375779009,1.4271843967386213,14.615,372.29999999999995
2026-02-25 08:44:52.823962,196.0,126.6,187.8,43.9,29.2,16.4,0.76,pm25,25.1,74.0,2.67,1020.0,10000,72.0,Clear,clear sky,8,2,25,2,0,0,163.66666666666666,102.7,156.63333333333335,144.83333333333334,88.95,134.16666666666666,141.75,85.44166666666666,130.275,147.91666666666666,89.12916666666666,135.1625,65.0,62.0,0.6741214021612278,0.6651480486298851,18.574,338.022
2026-02-25 09:44:52.823962,184.0,107.6,158.8,37.5,25.9,17.8,0.48,pm25,24.88,62.0,2.6,1017.0,10000,95.0,Clear,clear sky,9,2,25,2,0,0,170.33333333333334,107.26666666666665,162.13333333333335,154.33333333333334,93.95,140.3166666666667,147.58333333333334,88.7,136.275,148.91666666666666,89.48333333333333,135.78333333333333,-12.0,20.0,0.6775818597129605,0.6906666482488893,15.4256,279.76
2026-02-25 10:44:52.823962,118.0,71.9,92.9,34.3,35.9,20.2,0.62,pm25,22.39,66.0,0.76,1015.0,10000,64.0,Clear,clear sky,10,2,25,2,0,0,166.0,102.03333333333335,146.5,154.5,93.78333333333335,139.13333333333335,144.83333333333334,87.14166666666667,131.90833333333333,148.625,89.52916666666668,135.64583333333334,-66.0,-13.0,0.773950476060813,1.0466471998062041,14.7774,54.644000000000005
2026-02-25 11:44:52.823962,173.0,112.0,160.5,35.7,30.5,15.8,0.66,pm25,27.36,73.0,1.86,1016.0,10000,60.0,Clear,clear sky,11,2,25,2,0,0,158.33333333333334,97.16666666666667,137.4,161.0,99.93333333333334,147.01666666666668,145.08333333333334,88.41666666666667,132.175,149.91666666666666,90.62083333333334,137.225,55.0,-23.0,0.6978193102939607,0.8543417127635374,19.9728,208.32000000000002
2026-02-25 12:44:52.823962,138.0,91.1,121.6,31.8,34.0,20.2,0.72,pm25,24.47,73.0,0.75,1014.0,10000,69.0,Clear,clear sky,12,2,25,2,0,0,143.0,91.66666666666667,125.0,156.66666666666666,99.46666666666665,143.5666666666667,142.83333333333334,87.79166666666667,129.125,149.875,90.65833333333335,136.24166666666667,-35.0,-46.0,0.7491776254179472,1.0691823563150202,17.8631,68.32499999999999
2026-02-25 13:44:52.823962,143.0,87.0,120.3,22.7,2.9,18.3,0.37,pm25,24.77,66.0,1.47,1009.0,10000,52.0,Clear,clear sky,13,2,25,2,0,0,151.33333333333334,96.7,134.13333333333333,158.66666666666666,99.36666666666667,140.3166666666667,145.58333333333334,89.85000000000001,131.49166666666665,151.25,91.75416666666666,137.99583333333334,5.0,25.0,0.7231920139385535,0.1277532983368591,16.3482,127.89
2026-02-25 14:44:52.823962,157.0,88.1,142.2,44.2,17.7,17.6,0.44,pm25,25.66,59.0,4.51,1020.0,10000,98.0,Clear,clear sky,14,2,25,2,0,0,146.0,88.73333333333333,128.0333333333333,152.16666666666666,92.94999999999999,132.71666666666667,148.5,90.94999999999999,133.44166666666666,150.95833333333334,91.44999999999999,138.12916666666666,14.0,-16.0,0.6195499253196208,0.4004524796277719,15.1394,397.33099999999996
2026-02-25 15:44:52.823962,170.0,111.8,178.4,19.0,18.0,18.0,0.42,pm25,26.33,75.0,4.61,1007.0,10000,71.0,Clear,clear sky,15,2,25,2,0,0,156.66666666666666,95.63333333333333,146.96666666666664,149.83333333333334,93.64999999999999,135.98333333333335,152.08333333333334,93.80000000000001,138.15,152.0,92.44583333333334,139.46666666666667,13.0,32.0,0.6266816108369865,0.9473683711911383,19.7475,515.398
2026-02-25 16:44:52.823962,96.0,58.9,70.4,26.4,25.8,21.6,0.6,pm25,19.4,66.0,0.31,1011.0,10000,82.0,Clear,clear sky,16,2,25,2,0,0,141.0,86.26666666666667,130.33333333333334,146.16666666666666,91.48333333333333,132.23333333333332,150.33333333333334,92.63333333333333,135.68333333333337,151.79166666666666,92.40833333333335,138.3791666666667,-74.0,-47.0,0.8366477153885267,0.9772726902548223,12.803999999999998,18.259
2026-02-25 17:44:52.823962,196.0,105.0,163.1,38.1,20.8,7.5,0.58,pm25,24.39,53.0,3.83,1017.0,10000,25.0,Clear,clear sky,17,2,25,2,0,0,154.0,91.89999999999999,137.29999999999998,150.0,90.31666666666666,132.66666666666666,155.5,95.125,139.84166666666667,150.45833333333334,90.75833333333334,135.75833333333335,100.0,39.0,0.6437768200872053,0.5459317442012666,12.9267,402.15000000000003
2026-02-25 18:44:52.823962,166.0,100.6,162.5,25.2,17.1,20.3,0.36,pm25,21.5,66.0,4.74,1011.0,10000,72.0,Clear,clear sky,18,2,25,2,0,0,152.66666666666666,88.16666666666667,132.0,154.66666666666666,91.89999999999999,139.48333333333335,155.66666666666666,95.68333333333332,141.525,150.75,91.23750000000001,137.20000000000002,-30.0,-4.0,0.619076919267219,0.6785714016439921,14.19,476.844
2026-02-25 19:44:52.823962,211.0,130.6,190.1,30.8,17.2,11.5,0.83,pm25,21.72,69.0,2.12,1013.0,10000,30.0,Clear,clear sky,19,2,25,2,0,0,191.0,112.06666666666666,171.9,166.0,99.16666666666667,151.11666666666667,162.33333333333334,99.26666666666667,145.71666666666667,152.25,92.20416666666667,137.9,45.0,115.0,0.6870068348921261,0.5584415403103395,14.986799999999999,276.872
2026-02-25 20:44:52.823962,116.0,66.3,97.2,41.0,13.2,6.7,0.41,pm25,16.61,61.0,2.66,1019.0,10000,39.0,Clear,clear sky,20,2,25,2,0,0,164.33333333333334,99.16666666666667,149.9333333333333,159.16666666666666,95.53333333333332,143.61666666666665,155.66666666666666,94.24166666666666,138.16666666666666,148.70833333333334,89.84166666666668,134.22083333333333,-95.0,-80.0,0.6820987584146218,0.32195121165972657,10.1321,176.358
2026-02-25 21:44:52.823962,164.0,101.4,153.2,6.1,24.9,18.5,0.15,pm25,20.67,68.0,3.16,1001.0,10000,94.0,Clear,clear sky,21,2,25,2,0,0,163.66666666666666,99.43333333333334,146.83333333333331,158.16666666666666,93.8,139.41666666666666,154.0,93.72500000000001,137.70000000000002,150.79166666666666,91.21249999999999,136.9875,48.0,-2.0,0.661879891240993,4.08196654393991,14.055600000000002,320.42400000000004
2026-02-25 22:44:52.823962,173.0,105.1,154.3,24.4,23.7,25.7,0.36,pm25,21.44,66.0,2.49,1010.0,10000,66.0,Clear,clear sky,22,2,25,2,0,0,151.0,90.93333333333334,134.89999999999998,171.0,101.5,153.4,158.58333333333334,96.49166666666666,142.81666666666666,151.70833333333334,91.81666666666668,137.36249999999998,9.0,-38.0,0.6811406307119855,0.9713114356019903,14.150400000000001,261.699
2026-02-25 23:44:52.823962,160.0,93.1,141.2,25.3,29.9,16.5,0.06,pm25,20.32,62.0,3.25,1011.0,10000,70.0,Clear,clear sky,23,2,25,2,0,0,165.66666666666666,99.86666666666666,149.56666666666663,165.0,99.51666666666665,149.75,157.5,94.91666666666664,141.20833333333334,151.29166666666666,91.66666666666667,136.69166666666666,-13.0,44.0,0.6593484372567391,1.1818181351060024,12.5984,302.575
2026-02-26 00:44:52.823962,116.0,68.5,106.2,46.0,20.9,16.4,0.34,pm25,19.09,64.0,3.52,1021.0,10000,72.0,Clear,clear sky,0,3,26,2,0,0,149.66666666666666,88.89999999999999,133.9,156.66666666666666,94.16666666666667,140.36666666666665,155.66666666666666,93.03333333333332,139.925,149.25,90.41250000000001,134.525,-44.0,-48.0,0.6450094101223219,0.45434781620983006,12.2176,241.12
2026-02-26 01:44:52.823962,121.0,78.7,127.8,53.8,36.3,15.1,0.36,pm25,19.56,71.0,4.46,1025.0,10000,50.0,Clear,clear sky,1,3,26,2,0,0,132.33333333333334,80.1,125.06666666666665,141.66666666666666,85.51666666666665,129.98333333333332,153.83333333333334,92.34166666666665,140.55,149.70833333333334,91.09583333333332,136.02083333333334,5.0,-52.0,0.6158059419733495,0.6747211770497923,13.887599999999999,351.002
2026-02-26 02:44:52.823962,108.0,66.8,97.9,50.5,19.3,16.1,0.35,pm25,18.16,67.0,2.67,1023.0,10000,73.0,Clear,clear sky,2,3,26,2,0,0,115.0,71.33333333333333,110.63333333333333,140.33333333333334,85.60000000000001,130.1,149.75,90.56666666666666,136.85833333333332,149.125,90.75833333333334,135.15,-13.0,-52.0,0.6823289000783564,0.38217821025389687,12.167200000000001,178.356
2026-02-26 03:44:52.823962,130.0,80.4,120.6,21.5,22.0,5.8,0.21,pm25,20.5,68.0,3.01,1009.0,10000,30.0,Clear,clear sky,3,3,26,2,0,0,119.66666666666667,75.3,115.43333333333332,134.66666666666666,82.1,124.66666666666667,146.41666666666666,87.95,132.04166666666666,149.25,90.875,135.09583333333333,22.0,14.0,0.6666666611387508,1.0232557663601969,13.94,242.004
2026-02-26 04:44:52.823962,124.0,72.0,124.1,24.9,36.7,16.8,0.27,pm25,19.94,62.0,5.41,1010.0,10000,57.0,Clear,clear sky,4,3,26,2,0,0,120.66666666666667,73.06666666666666,114.19999999999999,126.5,76.58333333333333,119.63333333333333,148.75,89.04166666666667,136.51666666666665,149.54166666666666,90.83750000000002,136.1,-6.0,3.0,0.5801772717149294,1.4738955231367261,12.3628,389.52
2026-02-26 05:44:52.823962,137.0,82.1,115.8,21.7,24.2,16.8,0.21,pm25,21.34,65.0,1.9,1009.0,10000,20.0,Clear,clear sky,5,3,26,2,0,0,130.33333333333334,78.16666666666667,120.16666666666664,122.66666666666667,74.75,115.39999999999999,143.83333333333334,87.13333333333333,132.575,149.66666666666666,91.12916666666666,136.20833333333334,13.0,29.0,0.7089809956046546,1.1152073218798468,13.870999999999999,155.98999999999998
2026-02-26 06:44:52.823962,165.0,99.5,162.0,53.1,35.9,15.2,0.24,pm25,23.81,65.0,4.91,1025.0,10000,3.0,Clear,clear sky,6,3,26,2,0,0,142.0,84.53333333333335,133.96666666666667,130.83333333333334,79.91666666666667,124.7,143.75,87.04166666666667,132.53333333333333,149.70833333333334,91.36250000000001,137.02916666666667,28.0,35.0,0.6141975270728548,0.6760828497912834,15.476499999999998,488.545
2026-02-26 07:44:52.823962,186.0,119.0,175.6,44.6,25.6,16.5,0.44,pm25,23.72,72.0,2.56,1020.0,10000,97.0,Clear,clear sky,7,3,26,2,0,0,162.66666666666666,100.2,151.1333333333333,141.66666666666666,86.63333333333333,132.66666666666666,141.66666666666666,86.07499999999999,131.32500000000002,152.0,92.67083333333333,138.52083333333334,21.0,62.0,0.6776765337262157,0.5739910185203808,17.0784,304.64
2026-02-26 08:44:52.823962,147.0,90.9,152.1,29.2,21.1,17.8,0.58,pm25,21.64,68.0,5.37,1013.0,10000,4.0,Clear,clear sky,8,3,26,2,0,0,166.0,103.13333333333333,163.23333333333332,148.16666666666666,90.64999999999999,141.7,144.25,88.125,135.9,149.95833333333334,91.18333333333334,137.03333333333333,-39.0,10.0,0.5976331321654628,0.7226027149793591,14.7152,488.13300000000004
2026-02-26 09:44:52.823962,204.0,122.8,177.8,28.1,20.6,17.1,0.3,pm25,26.3,66.0,2.04,1012.0,10000,17.0,Clear,clear sky,9,3,26,2,0,0,179.0,110.89999999999999,168.5,160.5,97.71666666666665,151.23333333333332,147.58333333333334,89.90833333333335,137.95,150.79166666666666,91.81666666666666,137.82500000000002,57.0,39.0,0.6906636631571222,0.7330960593204249,17.358,250.512
2026-02-26 10:44:52.823962,154.0,106.2,164.6,23.2,30.0,7.0,0.47,pm25,25.44,79.0,3.79,1010.0,10000,28.0,Clear,clear sky,10,3,26,2,0,0,168.33333333333334,106.63333333333333,164.83333333333331,165.5,103.41666666666667,157.98333333333332,146.0,90.0,138.80833333333334,152.29166666666666,93.24583333333334,140.8125,-50.0,-32.0,0.645200482106923,1.2931033925386468,20.0976,402.498
2026-02-26 11:44:52.823962,149.0,88.6,113.0,32.0,22.2,15.4,0.55,pm25,25.3,64.0,0.0,1014.0,10000,93.0,Clear,clear sky,11,3,26,2,0,0,169.0,105.86666666666667,151.79999999999998,167.5,104.5,157.51666666666665,145.08333333333334,89.625,136.45833333333334,151.29166666666666,92.27083333333333,138.83333333333334,-5.0,2.0,0.7840707895214974,0.6937499783203133,16.192,0.0
